Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Iván Pillud,Central Cordoba SdE,DF,MF,ARG,37.0,3.9,0.0,0.0,0.04,0.04,60.0,1.82,0.0,33.3,73.0,88.4,80.5,31.0,50.0,0.0,0.0,0.0,0.04,0.07,0.0,3.85,2.56,0.0,1.54,1.28,4.1,38.21,630.26,271.79,0.77,-0.03,0.0,0.51,2.56,62.82,1.03,26.92,45.13
Jose Florentín,Central Cordoba SdE,MF,,PAR,27.0,12.3,0.16,0.16,0.09,0.14,37.0,2.2,0.33,46.6,79.9,84.0,83.3,67.8,25.0,0.41,0.13,0.4,0.07,0.23,0.33,1.38,6.75,0.0,2.2,1.22,5.12,33.58,609.59,217.8,1.14,0.02,0.0,0.41,0.0,57.4,0.65,24.07,56.18
Juan Meli,Central Cordoba SdE,DF,MF,ARG,23.0,13.6,0.15,0.07,0.03,0.03,51.6,1.17,0.22,31.6,65.2,81.9,72.5,34.2,47.6,0.15,0.67,1.0,0.12,0.06,0.22,4.41,2.87,0.07,1.32,1.76,3.75,24.49,430.22,198.38,0.51,0.04,0.0,0.15,2.57,49.04,1.54,20.74,59.34
Kevin Vázquez,Central Cordoba SdE,MF,,ARG,22.0,23.2,0.09,0.0,0.05,0.04,31.3,2.33,0.13,51.5,84.2,91.0,90.6,67.9,43.8,0.39,0.06,0.22,0.04,0.09,0.09,0.99,7.54,0.0,1.03,1.25,7.67,50.78,1036.12,315.26,0.65,-0.03,0.26,1.47,0.39,69.22,0.69,36.81,66.98
Lautaro Rivero,Central Cordoba SdE,DF,,ARG,20.0,6.7,0.0,0.0,0.03,0.03,46.7,0.45,0.0,54.1,83.2,90.3,89.1,57.9,0.0,0.45,0.0,0.0,0.04,0.06,0.0,0.45,4.48,0.15,1.04,1.64,4.18,51.64,962.69,384.33,0.15,-0.03,0.0,0.3,0.3,73.73,0.3,32.99,68.81
Lucas Abascia,Central Cordoba SdE,DF,,ARG,28.0,16.8,0.0,0.0,0.04,0.01,59.3,0.83,0.06,46.9,75.4,85.9,87.5,46.7,78.6,0.24,0.0,0.0,0.06,0.05,0.0,0.3,5.3,0.0,1.55,1.61,5.95,43.87,909.4,365.71,0.24,-0.01,0.06,1.01,0.18,68.57,0.83,34.7,131.85
Lucas Varaldo,Central Cordoba SdE,FW,,ARG,21.0,14.5,0.21,0.14,0.19,0.1,0.0,2.61,0.28,25.9,70.8,76.6,70.8,74.3,36.1,0.48,0.08,0.29,0.08,0.23,0.34,5.86,3.03,0.0,0.07,0.21,2.62,17.59,287.03,52.28,1.24,0.04,0.21,0.34,0.76,36.69,2.48,18.48,36.07
Luis Angulo,Central Cordoba SdE,FW,MF,COL,19.0,7.1,0.42,0.56,0.3,0.22,12.5,4.19,0.7,0.0,71.7,81.0,71.7,50.0,33.3,0.56,0.33,0.75,0.24,0.52,0.98,11.27,1.83,0.0,0.42,1.13,4.51,17.46,240.14,65.63,2.39,0.34,0.14,0.0,2.25,37.46,5.92,23.38,73.38
Luis Ingolotti,Central Cordoba SdE,GK,,ARG,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,63.8,100.0,95.1,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.88,17.12,468.46,371.77,0.0,0.0,0.0,0.04,0.0,28.73,0.0,13.42,43.46
Mateo Sanabria,Central Cordoba SdE,MF,FW,ARG,19.0,4.2,0.24,0.0,0.22,0.12,57.1,3.57,0.95,0.0,59.7,75.9,60.9,61.5,53.7,0.71,0.2,0.33,0.18,0.34,0.24,10.24,0.48,0.0,0.24,0.95,2.38,10.95,213.1,48.33,0.95,-0.12,0.0,0.0,5.24,32.62,9.76,23.81,120.71
Matías Godoy,Central Cordoba SdE,FW,MF,ARG,22.0,15.9,0.06,0.19,0.14,0.18,34.5,2.96,0.13,40.0,74.3,79.7,77.0,75.5,38.6,0.44,0.05,0.14,0.1,0.32,0.25,8.11,2.14,0.0,0.25,0.82,3.52,19.81,339.43,76.42,1.32,0.01,0.06,0.57,2.08,36.79,3.58,22.01,63.21
Oscar Garrido,Central Cordoba SdE,DF,MF,ARG,26.0,3.6,0.0,0.0,0.0,0.06,16.7,1.4,0.0,33.3,84.7,92.1,86.3,50.0,50.0,0.0,0.0,0.0,0.0,0.06,0.0,1.67,3.33,0.0,0.28,0.56,5.0,35.28,515.0,148.33,0.56,-0.06,0.0,0.56,0.28,50.0,1.67,22.5,57.5
Rafael Barrios,Central Cordoba SdE,DF,MF,ARG,30.0,17.3,0.06,0.06,0.12,0.07,54.3,2.02,0.12,56.9,71.0,84.3,76.0,37.6,32.1,0.17,0.06,0.33,0.12,0.18,0.12,6.94,3.7,0.0,0.69,1.73,4.68,38.44,620.92,266.36,1.04,-0.01,0.06,0.17,3.7,66.18,1.62,29.48,93.47
Rodrigo Atencio,Central Cordoba SdE,MF,FW,ARG,21.0,20.2,0.2,0.05,0.19,0.07,36.4,3.12,0.2,44.4,77.9,87.5,82.7,52.3,44.7,0.59,0.09,0.33,0.09,0.25,0.25,5.69,4.06,0.0,0.35,0.84,5.54,35.1,570.54,124.06,1.83,-0.02,0.1,0.5,3.47,55.89,3.76,32.97,83.17
Santiago Laquidaín,Central Cordoba SdE,DF,,ARG,22.0,5.7,0.0,0.18,0.0,0.04,56.3,1.58,0.18,64.3,84.2,92.9,87.2,60.4,22.2,0.0,0.0,0.0,0.02,0.04,0.18,1.58,4.56,0.0,0.88,1.93,3.51,51.4,907.89,349.3,0.53,0.14,0.0,0.35,0.88,72.11,1.58,36.84,103.16
Sebastián Valdez,Central Cordoba SdE,DF,,ARG,28.0,22.7,0.0,0.0,0.02,0.01,69.2,0.66,0.04,67.1,81.3,85.5,88.3,61.5,73.7,0.09,0.0,0.0,0.06,0.03,0.0,0.31,3.3,0.04,0.97,0.88,6.21,40.09,789.91,296.92,0.35,-0.01,0.0,0.4,0.04,59.43,0.84,29.56,115.86
Tomás Molina,Central Cordoba SdE,FW,,ARG,28.0,4.0,0.76,0.25,0.57,0.23,33.3,1.26,0.25,36.8,78.3,88.9,83.3,57.1,14.3,0.51,0.2,0.5,0.14,0.4,1.01,2.0,1.25,0.0,0.25,0.25,2.0,13.5,195.5,23.75,0.5,0.02,0.0,0.0,0.0,27.75,1.75,13.75,22.0
Walter Montoya,Central Cordoba SdE,MF,,ARG,30.0,4.0,0.0,0.0,0.02,0.0,50.0,1.26,0.0,33.3,85.3,94.4,88.5,69.6,29.4,0.0,0.0,0.0,0.03,0.02,0.0,2.25,5.25,0.0,1.0,0.5,6.5,40.75,734.0,161.5,0.0,0.0,0.0,0.0,1.5,60.0,4.25,34.5,73.0
Yonatthan Rak,Central Cordoba SdE,DF,,URU,30.0,11.1,0.0,0.09,0.02,0.04,54.5,0.81,0.27,71.1,79.3,92.5,85.6,47.9,66.7,0.36,0.0,0.0,0.04,0.07,0.09,0.18,2.7,0.0,2.52,1.08,4.95,35.59,717.12,314.59,0.54,0.05,0.0,0.54,0.0,56.85,0.27,25.05,64.59
Damián Batallini,Instituto,FW,MF,ARG,27.0,7.9,0.0,0.0,0.08,0.02,56.3,2.28,0.0,21.4,76.1,87.6,66.7,36.4,29.4,0.5,0.0,0.0,0.04,0.1,0.0,5.44,1.65,0.0,0.63,2.41,5.95,20.51,251.01,59.37,0.51,-0.03,0.0,0.0,1.39,40.89,2.15,24.43,39.75
Damián Puebla,Instituto,MF,FW,ARG,21.0,23.1,0.22,0.17,0.23,0.1,43.2,2.69,0.39,35.5,66.2,75.0,69.9,49.4,38.6,0.48,0.08,0.27,0.09,0.26,0.39,4.11,2.99,0.0,0.52,1.13,4.42,17.58,290.82,97.32,1.04,0.08,0.13,0.39,1.3,39.05,1.9,21.9,49.83
Facundo Suárez,Instituto,FW,,ARG,29.0,14.7,0.2,0.2,0.24,0.08,33.3,2.52,0.48,53.9,53.6,61.6,51.9,33.3,47.1,0.68,0.08,0.3,0.1,0.33,0.41,4.56,1.43,0.0,0.07,0.48,1.84,12.11,165.85,36.73,1.02,0.12,0.07,0.14,0.41,34.69,1.16,16.33,24.9
Fernando Alarcón,Instituto,DF,,ARG,29.0,18.6,0.11,0.0,0.06,0.01,72.2,0.65,0.0,64.4,72.8,83.6,83.6,47.7,60.0,0.32,0.11,0.33,0.06,0.07,0.11,0.27,2.74,0.0,1.13,0.91,3.17,31.88,672.69,362.26,0.27,-0.01,0.0,0.22,0.05,54.78,0.27,24.3,64.03
Gastón Lodico,Instituto,MF,,ARG,25.0,24.0,0.04,0.25,0.08,0.15,33.3,3.95,0.37,28.9,80.7,88.7,85.4,63.1,47.2,0.17,0.03,0.25,0.06,0.23,0.29,2.21,8.75,0.0,1.33,1.21,6.88,49.71,947.38,307.58,1.67,0.1,0.08,0.46,4.71,71.46,1.5,36.75,69.38
Giuliano Cerato,Instituto,DF,,ARG,25.0,14.8,0.0,0.07,0.03,0.06,58.1,1.89,0.2,48.4,58.3,79.0,60.5,42.6,25.0,0.2,0.0,0.0,0.04,0.09,0.07,4.59,3.65,0.0,1.35,1.22,4.93,29.73,589.53,321.76,0.81,0.01,0.0,0.07,4.46,60.27,0.54,21.76,44.53
Gonzalo Requena,Instituto,DF,,ARG,20.0,24.9,0.08,0.0,0.04,0.0,67.9,0.28,0.0,60.9,70.2,80.1,82.3,45.0,66.7,0.12,0.18,0.67,0.09,0.04,0.08,0.0,1.33,0.0,1.2,0.56,2.73,24.18,523.45,209.64,0.04,0.0,0.0,0.16,0.0,46.47,0.12,18.76,37.79
Gregorio Rodríguez,Instituto,FW,MF,ARG,24.0,13.3,0.3,0.08,0.15,0.17,33.3,2.93,0.15,29.7,65.5,87.8,60.8,36.4,38.0,0.75,0.14,0.4,0.07,0.32,0.38,7.29,1.65,0.0,0.23,0.6,4.66,13.83,202.48,55.04,1.5,-0.1,0.0,0.08,4.81,34.29,3.76,20.53,89.1
Ignacio Russo,Instituto,FW,,ARG,23.0,12.6,0.4,0.08,0.48,0.12,33.3,2.55,0.24,32.6,60.7,72.8,61.0,46.7,31.6,1.12,0.17,0.36,0.18,0.53,0.48,5.32,1.27,0.0,0.24,0.48,2.06,12.86,171.83,29.13,0.95,-0.04,0.0,0.0,0.87,33.02,1.51,19.6,15.24
Jonathan Bay,Instituto,DF,,ARG,30.0,9.3,0.0,0.0,0.02,0.06,33.3,2.57,0.11,75.0,59.9,76.4,61.0,43.2,61.5,0.11,0.0,0.0,0.03,0.08,0.0,4.41,2.26,0.0,1.4,0.32,3.12,25.59,480.75,254.41,1.4,-0.06,0.0,0.11,5.38,51.4,1.4,17.74,23.66
Jonás Acevedo,Instituto,MF,FW,ARG,26.0,16.6,0.06,0.06,0.06,0.1,35.0,3.44,0.12,40.6,70.9,83.5,77.8,45.3,50.0,0.3,0.04,0.2,0.04,0.17,0.12,5.66,4.58,0.0,0.48,1.2,4.34,28.55,469.88,148.25,1.63,-0.04,0.0,0.48,5.96,51.02,2.53,28.98,72.83
Juan Franco Arrellaga,Instituto,DF,,PAR,31.0,12.2,0.08,0.0,0.04,0.01,66.7,0.94,0.0,40.0,58.8,74.8,68.4,26.1,38.5,0.25,0.13,0.33,0.06,0.05,0.08,3.52,2.21,0.0,0.74,1.72,3.61,20.49,395.49,203.85,0.25,-0.01,0.08,0.25,2.05,46.31,2.13,16.72,30.33
Lautaro Carrera,Instituto,DF,,ARG,20.0,4.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,59.3,78.6,86.4,87.4,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.2,1.63,1.22,1.84,30.82,634.69,247.14,0.0,0.0,0.0,0.41,0.0,52.24,0.41,22.65,36.12
Lucas Rodríguez,Instituto,DF,,ARG,30.0,17.3,0.0,0.23,0.06,0.09,69.2,2.61,0.35,45.8,66.3,82.0,70.6,39.9,25.0,0.29,0.0,0.0,0.06,0.15,0.23,3.82,3.06,0.0,0.75,1.33,3.58,31.04,557.4,323.41,0.87,0.14,0.06,0.06,3.47,56.42,0.69,23.93,39.54
Manuel Roffo,Instituto,GK,,ARG,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,92.9,68.3,98.3,100.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.7,18.74,621.48,484.44,0.07,0.0,0.0,0.0,0.0,29.22,0.0,16.33,67.22
Miguel Brizuela,Instituto,DF,,ARG,27.0,5.9,0.0,0.0,0.0,0.02,75.0,0.68,0.0,35.1,71.7,86.7,84.2,44.3,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.85,3.56,0.0,0.68,0.68,4.07,27.46,546.1,291.02,0.51,-0.02,0.0,0.34,0.85,48.14,0.17,20.68,47.8
Nicolás Dubersarsky,Instituto,MF,,ARG,19.0,20.1,0.0,0.05,0.0,0.01,57.8,1.4,0.1,33.3,80.7,84.6,87.9,61.7,54.5,0.0,0.0,0.0,0.01,0.01,0.05,0.6,4.08,0.0,1.0,1.69,6.67,27.41,479.85,181.49,0.4,0.04,0.0,0.15,0.1,43.03,0.55,18.36,36.97
Santiago Rodriguez,Instituto,FW,,ARG,26.0,8.1,0.62,0.12,0.15,0.04,0.0,2.47,0.49,26.7,62.2,75.3,61.4,40.7,48.1,1.11,0.22,0.56,0.05,0.19,0.74,7.16,2.96,0.0,0.12,0.25,3.95,14.81,225.19,59.63,0.74,0.09,0.25,0.25,1.85,35.68,3.33,23.58,59.51
Stéfano Moreyra,Instituto,MF,,ARG,22.0,6.3,0.0,0.0,0.02,0.03,50.0,1.43,0.16,53.1,69.2,71.2,80.2,46.9,75.0,0.0,0.0,0.0,0.02,0.05,0.0,0.32,3.65,0.0,3.33,1.9,5.24,27.46,480.95,183.02,0.48,-0.03,0.0,0.32,0.32,54.92,0.63,20.32,31.43
Agustín Cardozo,Tigre,MF,,ARG,26.0,23.9,0.04,0.04,0.04,0.03,63.9,1.34,0.04,63.2,87.5,90.7,90.0,81.2,71.4,0.08,0.11,0.5,0.12,0.08,0.08,0.46,5.44,0.0,0.63,0.96,6.49,49.0,912.43,272.34,0.59,0.01,0.13,0.71,0.04,63.68,0.88,35.82,117.24
Angelo Marchese,Tigre,DF,,ARG,19.0,4.2,0.0,0.0,0.01,0.0,38.5,1.43,0.0,50.0,73.5,86.9,69.4,50.0,57.9,0.0,0.0,0.0,0.02,0.01,0.0,3.57,4.52,0.0,0.48,1.43,2.86,39.52,569.52,243.81,0.0,0.0,0.24,0.0,3.33,67.62,4.52,29.52,125.48
Blas Armoa,Tigre,FW,MF,PAR,23.0,15.2,0.2,0.07,0.25,0.14,35.7,2.23,0.26,28.8,69.9,82.2,58.2,53.8,18.8,0.72,0.11,0.27,0.14,0.39,0.26,7.76,1.84,0.07,0.46,0.59,3.36,12.24,154.93,39.21,0.92,-0.07,0.0,0.07,1.91,28.03,2.11,18.03,47.5
Brian Alexis Leizza,Tigre,DF,,ARG,23.0,11.2,0.0,0.0,0.02,0.0,75.0,0.27,0.0,56.4,76.5,83.6,89.0,46.7,50.0,0.09,0.0,0.0,0.12,0.02,0.0,0.09,2.77,0.0,1.34,0.89,3.04,38.93,809.73,312.5,0.09,0.0,0.0,0.71,0.09,60.89,0.18,34.11,124.64
Eric Ramírez,Tigre,FW,DF,VEN,25.0,5.1,0.2,0.2,0.17,0.06,100.0,2.36,0.39,51.4,56.1,58.5,61.8,33.3,50.0,0.99,0.07,0.2,0.06,0.23,0.39,6.67,1.76,0.0,0.0,0.59,1.57,10.78,150.78,31.57,0.59,0.14,0.0,0.0,0.39,29.22,1.18,14.9,20.0
Facundo Ferreyra,Tigre,FW,,ARG,32.0,3.6,0.28,0.0,0.42,0.06,0.0,0.83,0.0,22.6,62.3,71.0,63.2,100.0,66.7,0.55,0.2,0.5,0.3,0.48,0.28,3.61,1.39,0.0,0.0,0.28,0.83,11.94,147.22,21.39,0.28,-0.06,0.0,0.28,0.0,29.44,1.67,12.5,9.44
Felipe Zenobio,Tigre,GK,,ARG,23.0,24.4,0.0,0.0,0.0,0.0,0.0,0.08,0.04,100.0,77.6,100.0,99.4,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,23.85,597.09,385.9,0.0,0.0,0.0,0.0,0.0,32.95,0.0,16.43,49.96
Florián Monzón,Tigre,FW,MF,ARG,23.0,10.1,0.6,0.2,0.33,0.2,33.3,2.31,0.39,47.1,56.1,65.5,59.0,33.3,40.7,1.29,0.27,0.46,0.15,0.53,0.8,6.93,2.77,0.1,0.5,0.5,3.07,16.34,218.61,53.37,0.99,-0.01,0.1,0.0,0.5,43.66,2.67,24.36,37.23
Gian Nardelli,Tigre,DF,,ARG,23.0,7.9,0.0,0.0,0.0,0.06,80.0,0.38,0.0,73.5,77.0,86.4,89.0,50.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.25,3.42,0.13,1.27,0.63,2.91,40.76,849.62,361.9,0.38,-0.06,0.0,0.89,0.38,64.94,0.0,32.41,93.04
Gonzalo Maroni,Tigre,MF,FW,ARG,24.0,19.1,0.16,0.21,0.2,0.14,33.3,4.24,0.42,35.5,72.1,79.8,78.3,46.1,47.4,0.63,0.04,0.17,0.06,0.3,0.37,6.34,6.54,0.0,0.31,1.1,5.92,34.61,566.6,180.84,1.94,0.07,0.31,0.31,4.08,61.05,3.98,35.81,99.32
Kevin Lomónaco,Tigre,DF,,ARG,22.0,4.9,0.0,0.0,0.02,0.0,66.7,0.61,0.0,47.6,89.1,93.9,93.2,77.8,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,4.29,0.2,0.82,0.41,6.53,46.94,904.69,307.35,0.2,0.0,0.0,1.02,0.0,61.63,0.0,36.94,148.37
Leandro Contín,Tigre,FW,,ARG,28.0,4.8,0.21,0.0,0.28,0.14,0.0,1.67,0.0,45.0,73.0,75.6,85.2,80.0,36.4,0.21,0.0,0.0,0.06,0.26,0.21,4.17,1.88,0.0,0.0,0.21,1.25,13.54,201.04,27.29,0.62,-0.15,0.21,0.21,0.42,29.38,2.29,15.42,19.58
Lorenzo Scipioni,Tigre,MF,,ARG,19.0,5.8,0.0,0.17,0.02,0.08,65.5,1.21,0.17,63.6,74.0,74.3,83.6,50.0,45.5,0.0,0.0,0.0,0.02,0.11,0.17,0.17,5.34,0.17,1.55,3.79,7.07,34.31,594.83,207.93,0.34,0.09,0.34,0.52,0.34,64.83,1.9,26.55,57.93
Martín Garay,Tigre,DF,MF,ARG,24.0,21.7,0.05,0.0,0.03,0.09,60.0,2.25,0.0,51.3,72.1,84.2,77.3,47.0,45.5,0.23,0.08,0.2,0.05,0.11,0.05,4.88,4.7,0.05,0.92,1.2,5.94,41.89,720.51,281.89,1.06,-0.09,0.09,0.23,3.41,68.62,2.53,33.78,86.13
Martín Ortega,Tigre,DF,,ARG,24.0,15.8,0.06,0.13,0.04,0.06,73.7,1.71,0.32,40.0,70.5,86.0,69.8,46.0,50.0,0.38,0.07,0.17,0.04,0.1,0.19,6.14,2.47,0.06,1.27,1.58,5.38,35.57,593.29,244.49,0.51,0.07,0.0,0.13,5.76,62.47,3.67,30.57,82.03
Nahuel Banegas,Tigre,DF,,ARG,27.0,15.1,0.07,0.0,0.13,0.02,57.1,1.78,0.13,70.0,70.6,86.9,73.0,40.5,52.6,0.86,0.03,0.08,0.06,0.15,0.07,6.29,4.24,0.0,1.39,1.06,5.36,37.62,635.23,268.48,0.4,-0.01,0.0,0.13,2.45,67.28,2.52,33.38,92.98
Nehuén Paz,Tigre,DF,,ARG,30.0,19.8,0.05,0.0,0.02,0.0,70.6,0.25,0.0,78.1,79.9,86.2,89.2,56.2,100.0,0.1,0.11,0.5,0.05,0.02,0.05,0.0,2.53,0.0,1.06,0.91,2.27,36.41,757.68,286.36,0.05,0.0,0.0,0.2,0.05,58.48,0.05,29.39,89.65
Ramón Arias,Tigre,DF,,URU,31.0,7.4,0.0,0.13,0.03,0.0,50.0,0.27,0.0,51.5,82.4,84.1,90.3,59.7,0.0,0.4,0.0,0.0,0.06,0.03,0.13,0.27,2.84,0.0,1.62,0.95,2.43,39.73,863.11,312.84,0.14,0.14,0.0,0.27,0.14,57.43,0.27,33.65,105.27
Santiago González,Tigre,MF,,ARG,20.0,16.1,0.06,0.06,0.05,0.07,52.4,1.56,0.12,50.0,79.3,83.9,83.8,61.9,46.7,0.12,0.09,0.5,0.07,0.12,0.12,1.61,3.29,0.0,1.99,2.05,4.84,27.64,444.84,133.17,0.68,-0.01,0.12,0.31,0.25,50.62,1.86,22.8,48.2
Tomás Cavanagh,Tigre,FW,DF,ARG,23.0,3.3,0.0,0.0,0.1,0.07,66.7,2.74,0.0,37.5,71.8,87.7,81.0,40.0,100.0,0.3,0.0,0.0,0.09,0.17,0.0,6.97,6.06,0.0,1.21,1.82,4.24,37.88,664.24,234.55,1.52,-0.06,0.0,0.3,6.97,62.73,0.3,36.06,80.0
Tomás Galván,Tigre,FW,MF,ARG,23.0,25.0,0.08,0.16,0.13,0.12,46.5,2.64,0.32,35.0,84.7,90.0,88.1,70.8,48.2,0.32,0.08,0.25,0.13,0.26,0.24,4.36,4.96,0.0,0.88,1.36,4.44,33.72,532.08,129.32,1.16,0.04,0.24,0.16,0.6,50.48,2.24,30.0,86.44
Valentín Moreno,Tigre,DF,,ARG,20.0,4.1,0.0,0.0,0.04,0.0,62.5,0.49,0.0,33.3,70.6,84.6,80.8,35.5,60.0,0.0,0.0,0.0,0.15,0.04,0.0,1.71,1.22,0.0,1.22,1.71,1.95,21.71,416.34,208.29,0.24,0.0,0.0,0.0,0.98,45.61,1.22,13.17,26.34
Adam Bareiro,River Plate,FW,,PAR,27.0,4.7,0.0,0.21,0.1,0.21,33.3,3.18,0.42,43.3,74.0,78.9,82.8,44.4,55.6,0.21,0.0,0.0,0.09,0.31,0.21,9.15,0.85,0.0,0.21,0.43,2.55,23.62,297.66,35.32,1.49,0.0,0.0,0.0,0.0,42.13,1.91,26.81,35.96
Agustín Sant'Anna,River Plate,DF,,URU,26.0,3.8,0.0,0.27,0.02,0.2,60.0,3.45,0.27,33.3,73.4,83.8,71.1,59.1,83.3,0.8,0.0,0.0,0.02,0.22,0.27,10.26,5.79,0.0,0.79,2.11,5.53,44.21,775.0,299.74,2.11,0.08,0.0,0.53,5.79,72.63,1.58,40.79,127.63
Claudio Echeverri,River Plate,MF,FW,ARG,18.0,12.9,0.15,0.23,0.3,0.25,61.5,5.88,0.39,27.3,77.1,83.6,82.3,63.3,44.8,0.85,0.05,0.18,0.1,0.55,0.39,9.07,6.9,0.0,0.23,1.01,5.58,38.68,673.33,175.89,2.64,-0.02,0.39,0.23,4.73,65.19,5.19,45.58,116.59
Enzo Díaz,River Plate,DF,,ARG,28.0,9.3,0.0,0.0,0.01,0.04,63.6,2.26,0.11,53.6,81.7,91.9,81.2,51.7,40.0,0.22,0.0,0.0,0.03,0.06,0.0,9.68,6.02,0.0,2.15,2.37,6.02,60.32,903.55,268.06,1.18,-0.04,0.0,0.43,5.81,86.88,2.15,48.28,119.35
Ezequiel Barco,River Plate,MF,,ARG,24.0,4.1,0.24,0.0,0.28,0.21,55.6,4.16,0.24,0.0,87.5,88.2,94.5,66.7,55.6,1.22,0.11,0.2,0.13,0.49,0.24,9.51,9.51,0.0,0.73,1.46,6.34,52.93,840.49,171.95,1.95,-0.2,0.24,0.24,1.95,70.49,2.2,50.49,188.78
Fabricio Bustos,River Plate,DF,,ARG,27.0,13.1,0.0,0.0,0.04,0.15,77.8,1.98,0.15,54.5,78.8,87.0,80.0,52.9,16.7,0.15,0.0,0.0,0.06,0.19,0.0,7.1,6.87,0.0,1.22,1.15,4.96,52.37,846.95,369.62,0.76,-0.15,0.0,0.15,1.91,75.42,1.37,36.41,66.41
Facundo Colidio,River Plate,FW,,ARG,24.0,15.6,0.45,0.06,0.37,0.21,38.5,3.46,0.38,50.0,69.6,76.6,71.9,45.5,35.6,1.28,0.15,0.3,0.12,0.53,0.51,9.17,2.05,0.0,0.13,0.9,3.08,20.71,267.56,66.22,1.35,-0.15,0.13,0.06,0.96,42.56,3.78,26.54,60.71
Federico Gattoni,River Plate,DF,,ARG,24.0,4.6,0.0,0.0,0.01,0.0,25.0,0.43,0.0,66.7,85.3,90.1,88.6,67.6,50.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,4.57,0.0,1.52,0.43,3.91,54.13,1016.74,463.48,0.0,0.0,0.0,0.22,0.0,75.87,0.43,39.13,119.57
Felipe Peña,River Plate,MF,,ARG,22.0,3.7,0.0,0.0,0.0,0.03,0.0,1.63,0.27,61.5,83.3,85.4,86.8,75.9,75.0,0.0,0.0,0.0,0.02,0.03,0.0,0.81,5.41,0.54,1.62,0.27,4.05,53.78,1010.0,334.05,0.81,-0.03,0.0,1.08,0.27,70.27,1.08,37.84,71.08
Franco Armani,River Plate,GK,,ARG,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,100.0,85.8,100.0,99.2,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,21.45,542.18,389.95,0.0,0.0,0.0,0.0,0.0,26.5,0.0,12.45,28.41
Franco Mastantuono,River Plate,MF,FW,ARG,16.0,10.5,0.09,0.28,0.34,0.24,46.7,5.96,0.47,23.8,74.6,84.9,84.3,49.1,47.4,1.23,0.02,0.08,0.09,0.59,0.38,10.48,6.95,0.0,0.1,1.33,5.9,41.62,712.67,179.05,2.76,0.05,0.48,0.29,5.71,73.52,7.24,46.86,121.52
Germán Pezzella,River Plate,DF,,ARG,32.0,8.9,0.0,0.0,0.04,0.05,77.8,1.12,0.0,68.2,84.2,85.0,91.0,63.9,0.0,0.22,0.0,0.0,0.04,0.1,0.0,0.45,3.15,0.0,1.01,0.79,5.17,50.45,1013.93,375.84,0.22,-0.06,0.0,0.34,0.11,69.44,0.0,35.96,112.81
Ignacio Fernández,River Plate,MF,FW,ARG,34.0,7.5,0.13,0.4,0.15,0.08,47.4,4.01,0.53,42.1,77.6,85.3,84.8,38.8,20.8,0.67,0.08,0.2,0.09,0.23,0.53,8.93,8.4,0.13,0.53,1.6,5.47,54.4,806.0,273.87,1.73,0.32,0.67,0.0,4.0,84.27,3.2,47.87,90.13
Jeremías Ledesma,River Plate,GK,,ARG,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,82.8,100.0,98.4,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,26.5,694.0,501.75,0.0,0.0,0.0,0.0,0.0,33.5,0.0,22.25,80.25
Leandro González Pirez,River Plate,DF,,ARG,31.0,16.2,0.06,0.0,0.04,0.02,52.2,1.18,0.06,70.9,85.7,88.6,91.2,73.4,78.6,0.31,0.07,0.2,0.04,0.06,0.06,0.06,4.75,0.0,2.16,0.86,4.26,49.44,1044.81,435.68,0.31,-0.02,0.06,0.49,0.06,69.75,0.86,38.46,126.05
